trace_id,timestamp,intent,routing_path,has_data,record_count,cypher_length,has_final_answer
bc6b37be-7c82-45fc-983a-7ceabd033232,2025-11-19T12:58:33.478242,employee_activity_ranking,ai_generated,True,1,154,True
da6897ed-9f4b-43fc-8ef8-640f75a8a297,2025-11-19T12:58:46.898480,employee_activity_ranking,learned_pattern (confidence: 1.00),True,1,154,True
0795a670-be03-4d3b-9b9d-2eb709642685,2025-11-19T12:59:02.286924,employee_activity_ranking,learned_pattern (confidence: 1.00),True,1,154,True
1172f94e-1d1a-4593-8005-fb1fe94acee7,2025-11-19T12:59:18.508049,list,learned_pattern (confidence: 1.00),True,30,178,True
5631bfec-dfd7-41df-99b3-7808910cf696,2025-11-19T13:01:10.587077,external_meeting_analytics,learned_pattern (confidence: 1.00),True,1,136,True
af388fdb-4e84-480a-8d9d-8d2d7047bf5b,2025-11-19T13:01:19.899604,count,ai_generated,True,1,192,True
00d6b14b-fea7-41b5-9623-da6f306b990c,2025-11-19T13:31:07.938668,count,ai_generated,True,1,135,True
cef4e495-f9fc-402f-90f9-041c4ee9ebe4,2025-11-19T13:31:20.469991,recording_list,ai_generated,True,1,158,True
11ec45ae-f0bb-48a6-ba6f-0ff3bf173b2c,2025-11-23T14:54:23.714878,count,ai_generated,True,1,104,True
caecc4ff-9305-44b2-a296-5c504f8944e0,2025-11-23T14:54:44.638247,count,ai_generated,True,1,251,True
e0a843bb-bf61-450b-be5a-83acfdddaf08,2025-11-23T14:55:06.603323,count,ai_generated,True,1,361,True
4cc98f6d-2d2c-405d-80a6-8003d8ba22d3,2025-11-23T14:55:33.662302,list,ai_generated,True,3,264,True
42430f30-d659-49c5-a0f3-a963442e5cc1,2025-11-23T14:55:47.230592,list,ai_generated,True,1,254,True
b93ce63d-f3e0-4d50-91e3-c3daad0fb946,2025-11-23T14:56:17.362113,count,learned_pattern (confidence: 1.00),True,1,52,True
a4b4cae1-d410-45bd-9831-1b9af77de492,2025-11-23T15:03:54.631328,count,learned_pattern (confidence: 1.00),True,1,361,True
fe4e30fe-7032-47ea-925e-61503d043539,2025-11-23T15:07:14.707140,count,learned_pattern (confidence: 1.00),True,1,361,True
7dbb527e-ead4-494e-a9d0-efece6f4e8ad,2025-11-23T15:07:37.409330,count,learned_pattern (confidence: 1.00),True,1,361,True
238c2ecc-432a-4f02-a154-b82426fdf724,2025-11-23T15:12:41.443154,count,learned_pattern (confidence: 1.00),True,1,361,True
ed8f7ee3-4dc4-4e28-8520-ae3595b8f315,2025-11-23T15:12:52.217849,count,learned_pattern (confidence: 1.00),True,1,361,True
f15d6b7d-0bed-4463-9907-30415d829d44,2025-11-23T15:13:01.248755,count,learned_pattern (confidence: 1.00),True,1,361,True
019e6df4-37f9-4d40-967f-b114db11c838,2025-11-23T15:13:18.148166,count,ai_generated,True,1,208,True
d5a30308-4335-48e7-8208-edafb967b8c6,2025-11-23T15:13:36.260975,general,ai_generated,True,2019,262,True
c76428e6-317e-442c-93a9-fd898771ea1e,2025-11-23T15:13:48.562961,general,execution_fallback,False,0,191,True
58f7035c-29be-420f-9afc-dd9b629d1825,2025-12-21T15:21:53.891355,count,enhanced_fallback (traditional_generation),True,1,40,True
05193a0b-926d-490a-ba2a-5e48a8b09f0f,2025-12-21T15:23:46.288010,count,learned_pattern (confidence: 1.00),True,1,40,True
652d4392-a7f7-4de5-b4be-b2fbdc08f7e0,2025-12-21T15:23:59.866486,count,learned_pattern (confidence: 1.00),True,1,40,True
bf68704d-e83e-44d8-841b-75608e10d2a1,2025-12-21T15:24:09.434383,count,ai_generated,True,3,396,True
3d5c6bf5-35b2-4f4b-92c9-45ab1221728b,2025-12-21T15:24:35.858301,list,ai_generated,True,10,414,True
692e3a11-5700-411b-94a8-5ae57cabb815,2025-12-22T07:20:34.531338,count,ai_generated,True,3,396,True
3b1ca62f-e808-4de3-878d-157ce150a66a,2025-12-22T07:21:22.372435,external_meeting_analytics,learned_pattern (confidence: 1.00),True,1,136,True
e66db04b-b262-4f62-a0af-a0c9d399cc67,2025-12-22T07:21:37.980828,list,ai_generated,True,9,351,True
a13bb3a5-78c4-4e37-8f60-34e0aac08182,2025-12-22T07:23:36.338195,vendor,ai_generated,True,9,294,True
9e1c922e-fc48-406f-84f7-ed854b42d8bb,2025-12-22T07:25:05.985850,vendor,learned_pattern (confidence: 1.00),True,9,294,True
336bf2f9-fca9-4a0b-acf8-ece64908ec8e,2025-12-22T07:26:54.564880,vendor,learned_pattern (confidence: 1.00),True,9,294,True
078b2242-4cf0-4d35-8f05-2cfba04cc107,2025-12-22T07:50:16.010966,vendor,learned_pattern (confidence: 1.00),True,9,294,True
fc89dda9-427c-4728-a14b-59f81a1a04f6,2025-12-22T07:51:15.179662,vendor,learned_pattern (confidence: 1.00),True,9,294,True
6ac7a178-5184-4973-b2a6-5aaeab5ba804,2025-12-22T08:01:23.811166,list,ai_generated,True,10,186,True
b1b005ff-9079-4fec-8546-6921cef0ab33,2025-12-22T08:01:48.741396,list,learned_pattern (confidence: 1.00),True,30,178,True
a3b8416d-a225-4ffb-a410-b59046bf7f40,2025-12-22T08:37:15.322759,employee_activity_ranking,execution_fallback,False,0,585,True
5565d67a-a413-4fc5-9ac1-7a8d8c5202ec,2025-12-22T08:37:41.664332,employee_activity_ranking,learned_pattern (confidence: 1.00),True,10,49,True
915cbfe5-c425-44ce-98c0-af4946fe95b1,2025-12-22T08:42:40.088895,employee_activity_ranking,learned_pattern (confidence: 1.00),True,10,49,True
d4e1c68f-0b47-408a-bfbb-11479d4e15e6,2025-12-22T08:43:04.116713,employee_activity_ranking,learned_pattern (confidence: 1.00),True,1,154,True
a2717473-4102-4d31-9dd1-e41942e8ca78,2025-12-22T08:43:23.192363,general,ai_generated,True,1,258,True
4e830798-9dbe-4aaa-adb6-4b8961a3c031,2025-12-22T08:43:35.571211,general,learned_pattern (confidence: 1.00),True,1,258,True
34ad5d98-79bc-458f-a0ed-99002e8ddd62,2025-12-22T08:43:51.695771,general,learned_pattern (confidence: 1.00),True,1,258,True
c2c70f50-5315-48b3-8798-864b8c0aa739,2025-12-22T08:51:57.013593,employee_activity_ranking,learned_pattern (confidence: 1.00),True,10,49,True
1dc2e1b3-f63b-48b9-a754-396c58f9badc,2025-12-22T08:52:54.572694,general,learned_pattern (confidence: 1.00),True,1,258,True
489dde72-e2ce-4410-b3c7-e1fb7acf6731,2025-12-22T08:59:38.096809,employee_activity_ranking,execution_fallback,False,0,227,True
599435d3-ad79-4bd6-b0a5-8ebce4bf8489,2025-12-22T09:00:39.583514,general,ai_generated,True,1,303,True
f61fa86e-0f20-4e0d-91fe-62aef2c3a3b9,2025-12-22T09:04:06.678667,employee_activity_ranking,ai_generated,True,5,172,True
65e408da-edf1-403d-a484-106f31271d2d,2025-12-22T09:04:38.593930,general,ai_generated,True,1,258,True
b71d4bb5-78ed-4b41-9e80-1fffa9e8bb22,2025-12-22T09:04:50.198146,general,ai_generated,True,1,303,True
4d06f1de-e46f-4d85-aecb-14cbcdf67c37,2025-12-22T09:05:06.021120,general,ai_generated,True,1,431,True
76126d19-3a22-4c0b-813b-fc2965b4629c,2025-12-22T13:11:18.397302,list,ai_generated,True,71,158,True
7a16d6a8-23d6-48b8-b9ef-27cac7894336,2025-12-22T13:11:28.854374,employee_activity_ranking,ai_generated,True,1,145,True
605d2ebb-9e12-4135-8409-e33c0a6d0e74,2025-12-22T13:11:43.420688,vendor,ai_generated,True,5,255,True
0cb42f4e-7517-47b6-a05e-4f135c0cb68b,2025-12-22T13:11:50.920083,count,ai_generated,True,1,192,True
e06aad39-de4b-4541-877d-2039947856f0,2025-12-22T14:26:01.026870,count,ai_generated,True,1,192,True
ecb69d3a-4bcf-470e-b713-326a5028f5e9,2025-12-22T14:27:13.111914,general,ai_generated,True,1,185,True
cddc89a7-4253-4dad-84aa-37766333db44,2025-12-22T14:27:38.895715,general,ai_generated,False,0,52,True
e422ce13-2907-473d-b0f3-b5a4455a908d,2025-12-22T14:27:43.319646,count,ai_generated,True,1,123,True
fb2e0030-4de0-4355-b076-6f31a5ee5109,2025-12-22T14:27:47.232167,general,ai_generated,True,1,203,True
110db2db-27f0-41eb-a29c-7af42b0614fb,2025-12-22T14:27:52.970610,count,ai_generated,True,1,98,True
7166abd1-3e5a-4a8d-a594-4ecd0dedf0ad,2025-12-22T14:28:07.787017,general,ai_generated,True,1,182,True
1c1b65e4-0bb6-4dba-b675-323635396d5d,2025-12-22T14:28:16.109107,count,ai_generated,True,1,274,True
59b4c137-6a5a-4733-b84b-e9665f08dacd,2025-12-22T14:28:29.672709,count,ai_generated,True,1,79,True
721a0381-fdf1-486d-9e4b-37db06a0b575,2025-12-22T14:28:35.403013,general,ai_generated,False,0,193,True
cc4558b8-43e1-47b6-a230-673755467b64,2025-12-22T14:28:41.170535,count,ai_generated,True,1,123,True
3a441473-c8ee-4790-b075-806e12d25ae4,2025-12-22T14:28:46.280994,count,ai_generated,True,1,101,True
d8d826cd-e312-43d4-b999-6fec9c0b690b,2025-12-22T14:28:52.182356,general,ai_generated,True,1,174,True
fee730bb-877a-411a-9b0d-65c66a7f9332,2025-12-22T14:28:58.174194,count,ai_generated,True,1,133,True
c2fcef65-4554-4d96-89dc-c892fe8fca66,2025-12-22T14:29:07.926829,general,ai_generated,False,0,281,True
3bbbeb24-937b-469e-afc4-61ca913adcee,2025-12-22T14:29:12.905728,general,ai_generated,True,1,185,True
43f2e3f8-0936-4758-8d0c-f74d85d7bb20,2025-12-22T14:29:19.739586,general,ai_generated,True,1,192,True
be8fb284-2520-414d-adb1-55bc55261112,2025-12-22T14:29:26.011674,count,ai_generated,True,52,210,True
56b96ff0-a355-4dd3-ab9c-ef6995cd6b28,2025-12-22T14:29:32.390622,count,ai_generated,True,1,153,True
4cacc321-80c7-4834-b691-2b4685973cfe,2025-12-22T14:29:37.837006,general,ai_generated,True,10,195,True
2ac4358c-7398-4d42-ab02-ebd4a3b010a1,2025-12-22T14:29:43.027006,count,ai_generated,True,1,101,True
153052e4-b0bf-4161-a5db-83a6a573ec5b,2025-12-22T14:29:51.388416,general,ai_generated,True,1,166,True
9bc6049d-5921-42fa-b320-9ca301b546f6,2025-12-22T14:29:56.314090,count,ai_generated,True,1,176,True
